ID,PE,PE Title,Budget Activity,Budget Activity Title,Account,Classified,FY 1999,FY 2000,FY 2000 App,FY 2001,FY 2001 App,FY 2001 PB,FY 2002,FY 2002 App,FY 2002 PB,FY 2003,FY 2003 App,FY 2003 PB,FY 2004,FY 2004 App,FY 2004 PB,FY 2005,FY 2005 App,FY 2005 PB,FY 2006,FY 2006 App,FY 2006 PB,FY 2007,FY 2007 App,FY 2007 PB,FY 2008,FY 2008 App,FY 2008 PB,FY 2009,FY 2009 App,FY 2009 PB,FY 2010,FY 2010 App,FY 2010 PB,FY 2010 OCO PB,FY 2010 OCO Sup,FY 2011,FY 2011 CR,FY 2011 CR OCO,FY 2011 PB,FY 2011 OCO PB,FY 2012,FY 2012 App,FY 2012 OCO App,FY 2012 PB,FY 2012 OCO PB,FY 2013,FY 2013 App,FY 2013 OCO App,FY 2013 PB,FY 2013 OCO PB,FY 2014,FY 2014 App,FY 2014 OCO App,FY 2014 PB,FY 2014 OCO PB,FY 2015 App,FY 2015 OCO App,FY 2015 PB,FY 2015 OCO PB,FY 2016 PB,FY 2016 OCO PB
5478,0303150M,WWMCCS/Global Command and Control System,7,Operational Systems Development,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,1226,1250,0,1250,0,71,500,0,500,0,0,0,0,0,0,0,0,296,0,294,0
5479,0305237N,Medium Range Maritime UAS,7,Operational Systems Development,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,13237,15000,0,15000,0,,0,0,0,0,,,,0,0,,,,,,
5480,0305239M,RQ-21A,7,Operational Systems Development,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,24201,24201,0,26301,0,22924,22343,0,22343,0,11122,11122,0,11122,0,8192,0,8192,0,6435,0
5481,0901560N,Continuing Resolution Programs,20,Undistributed,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,0,,,0,0,,965264,0,,,,,,0,0,,,,,,
5482,0604317F,Technology Transfer,4,Advanced Component Development & Prototypes,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,2474,2553,0,2553,0,2295,2576,0,2576,0,2531,2606,0,2606,0,4769,0,2669,0,3512,0
5483,0101125F,Nuclear Weapons Modernization,5,System Development & Demonstration,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,91269,93867,0,93867,0,62373,80200,0,80200,0,33000,33000,0,67874,0,168357,0,198357,0,212121,0
5484,0207100F,Light Attack Armed Reconnaissance (LAAR) Squadrons,5,System Development & Demonstration,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,11021,13721,0,23721,0,,0,0,0,0,,,,0,0,,,,,,
5485,0207444F,Tactical Air Control Party-Mod,7,Operational Systems Development,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,8939,9515,0,15978,0,14444,16226,0,16226,0,8816,10223,0,10250,0,5850,0,5891,0,12465,0
5486,0401139F,Light Mobility Aircraft (LiMA),7,Operational Systems Development,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,0,0,0,1308,0,,100,0,100,0,,,,0,0,,,,,,
5487,0801711F,Recruiting Activities,7,Operational Systems Development,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6238,,,,,5074,0,0,,,,0,0,0,0,,,,0,0,,,,,,,,,,,
5488,0901226F,Air Force Studies and Analysis Agency,7,Operational Systems Development,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,900,928,0,928,0,599,1175,0,1175,0,760,786,0,786,0,1394,0,1394,0,1103,0
5489,0901279F,Facilities Operation - Administrative,7,Operational Systems Development,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,11745,12118,0,12118,0,2805,3491,0,3491,0,632,654,0,654,0,3798,0,3798,0,0,0
5490,0902998F,Management HQ - ADP Support (AF),7,Operational Systems Development,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,290,299,0,299,0,,0,0,0,0,,,,0,0,,,,,,
5491,0901560F,Continuing Resolution Programs,20,Undistributed,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,0,,,0,0,,1214214,0,,,,,,0,0,,,,,,
5492,0401221F,KC-135 Tanker Replacement,5,"Tanker Replacement Transfer Fund, AF",3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,291715,0,,,,,,0,0,,,,,,,,,,,,,,,,
5493,0901560F,Continuing Resolution Programs,20,Undistributed,3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,,0,0,,,,,,,,,,,,,,,,
5494,0601110D8Z,Basic Research Initiatives,1,Basic Research,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,7170,7482,0,14731,0,17368,19405,0,19405,0,11682,11169,0,11171,0,44500,0,44564,0,42022,0
5495,0601117E,Basic Operational Medical Research Science,1,Basic Research,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,44445,37870,0,37870,0,37143,39676,0,39676,0,48066,49500,0,49500,0,60757,0,49848,0,56544,0
5496,0602115E,Biomedical Technology,2,Applied Research,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,95661,95000,0,110000,0,98097,110900,0,110900,0,121152,114790,0,114790,0,159790,45000,112242,0,114262,0
5497,0602250D8Z,Systems 2020 Applied Research,2,Applied Research,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,0,0,0,4381,0,,7898,0,7898,0,,,,0,0,,,,,,
5498,0603250D8Z,Systems 2020 Advanced Technology Development,3,Advanced Technology Development (ATD),400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,,4381,0,,,,,,,,,,,,,,,,
5499,0603274C,Special Program - MDA Technology,3,Advanced Technology Development,400,Classified (Unnamed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,61371,61371,0,61458,0,32926,36685,0,36685,0,35822,36426,0,40426,0,40433,0,51033,0,64708,0
5500,0603699D8Z,Emerging Capabilities Technology Development,3,Advanced Technology Development,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,43377,26160,0,26972,0,20859,24662,0,24662,0,52535,53967,0,61971,0,33658,0,33706,0,33515,0
5501,0603902C,Next Generation Aegis Missile,3,Advanced Technology Development,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,28456,13443,0,123456,0,58952,224077,0,224077,0,,0,0,0,0,,,0,0,,
5502,0604055D8Z,Operational Energy Capability Improvement,3,Advanced Technology Development,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,23909,19925,0,20444,0,27966,26244,0,26244,0,47240,47001,0,52001,0,46300,0,31800,0,37420,0
5503,0303310D8Z,CWMD Systems,3,Advanced Technology Development,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,4117,4140,0,7788,0,35017,53946,0,53946,0,47819,49221,0,52053,0,46001,0,46066,0,42488,0
5504,0603600D8Z,WALKOFF,4,Advanced Component Development And Prototypes,400,Classified (Named),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,90665,108698,0,112142,0,84174,94624,0,94624,0,63988,63763,0,70763,0,90558,0,90558,0,90567,0
5505,0605022D8Z,Defense Exportability Program,5,System Development And Demonstration,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,1915,1916,0,1929,0,1655,1859,0,1859,0,3640,3750,0,3763,0,3238,0,3244,0,3273,0
5506,0605070S,DOD Enterprise Systems Development and Demonstration,5,System Development And Demonstration,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,4209,0,0,,,94155,94155,0,134285,0,100056,133104,0,133104,0,25217,25217,0,27917,0,15326,0,15326,0,13412,0
5507,0605075D8Z,DCMO Policy and Integration,5,System Development And Demonstration,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,956,0,0,,,27594,41529,0,41808,0,22429,25269,0,25269,0,19318,19969,0,22297,0,19324,0,19351,0,2223,0
5508,0605210D8Z,Defense-Wide Electronic Procurement Capabilities,5,System Development And Demonstration,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,11561,0,0,,,14408,14412,0,14950,0,26580,10238,0,10238,0,5659,6184,0,6184,0,9546,0,9546,0,7209,0
5509,0203345D8Z,Defense Operations Security Initiative (DOSI),6,Management Support,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,1720,1721,0,1777,0,2355,2637,0,2637,0,5161,5288,0,5306,0,1952,0,1956,0,1946,0
5510,0909999D8Z,Financing for Cancelled Account Adjustments,6,Management Support,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814,,,,,753,0,0,,,657,0,0,0,0,992,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0
5511,1105232BB,RQ-11 UAV,7,Operational System Development,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,1500,1500,0,3000,0,0,0,0,0,0,0,0,0,0,0,259,0,259,0,758,0
5512,1105233BB,RQ-7 UAV,7,Operational System Development,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,2900,2900,2450,2900,2450,,0,0,0,0,,,,0,0,,,,,,
5513,1160481BB,SOF Munitions,7,Operational System Development,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,1461,1500,0,1500,0,1346,1515,0,1515,0,,0,0,0,0,,,0,0,,
5514,0901560D,Continuing Resolution Programs,20,Undistributed,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,0,,,0,0,,1295978,0,,,,,,0,0,,,,,,
5515,0901560OTE,Continuing Resolution Programs,20,Undistributed,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,0,,,0,0,,3920,0,,,,,,0,0,,,,,,
5516,0302168E,Wireless Innovation Fund,2,Applied Research,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,,100000,0,,,,,,,,,,,,,,,,
5517,0901517X,"Inspector General, DoD, Audit, Intelligence and Non-Criminal Investigative Activ",2,RDT&E,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,4500,4500,0,1600,0,,0,0,0,0,0,,,0,0,1400,0,,,4700,0
5518,0601101HP,In-House Laboratory Independent Research,2,RDT&E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2670,,,,,2803,2875,0,,,2827,2862,0,2935,0,0,3030,0,3030,0,2894,3002,0,3088,0,3151,0,2836,0,3599,0
5519,0601117HP,Basic Operational Medical Research Science,2,RDT&E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88498,,,,,31775,0,0,,,1000,975,0,0,0,3999,3038,0,3038,0,5805,0,0,6074,0,9059,0,0,0,7397,0
5520,0602115HP,Applied Biomedical Technology,2,RDT&E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116662,,,,,85147,28658,0,,,67160,66841,0,33805,0,51405,42188,0,42188,0,59968,0,0,46761,0,73201,0,0,0,58251,0
5521,0602787HP,Medical Technology,2,RDT&E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3239,,,,,3464,3553,0,,,3558,3602,0,3694,0,1160,1193,0,1193,0,1139,0,0,1216,0,1241,0,0,0,1222,0
5522,0603002HP,Medical Advanced Technology,2,RDT&E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,,,,,733,752,0,,,739,748,0,767,0,250,298,0,298,0,284,0,0,304,0,310,0,0,0,305,0
5523,0603115HP,Medical Technology Development,2,RDT&E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782755,,,,,723359,133376,0,,,713880,703313,0,181042,0,0,239110,0,239110,0,1109743,1085108,0,290852,0,1201188,0,226131,0,231051,0
5524,0604110HP,Medical Products Support and Advanced Concept Development,2,RDT&E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262186,,,,,156825,160168,0,,,191536,189844,0,167481,0,0,144403,0,144403,0,296634,177601,0,132430,0,150822,0,97787,0,103443,0
5525,0605013HP,Information Technology Development,2,RDT&E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121077,,,,,136472,136761,0,,,162226,171936,0,176345,0,0,145268,0,145268,0,44451,41928,0,43135,0,21696,0,21696,0,19312,0
5526,0605145HP,Medical Products and Support Systems Development,2,RDT&E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,,,,,0,0,0,,,33073,33695,0,34559,0,0,17116,0,17116,0,14415,18445,0,18976,0,26648,0,14499,0,15906,0
5527,0605502HP,Small Business Innovative Research,2,RDT&E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35952,,,,,29720,0,0,,,36040,31470,0,0,0,27307,0,0,0,0,47882,0,0,0,0,0,0,0,0,0,0
5528,0606105HP,Medical Program-Wide Activities,2,RDT&E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12669,,,,,15952,13770,0,,,46252,47105,0,48313,0,40835,61518,0,61518,0,68277,0,0,72568,0,44043,0,0,0,41567,0
5529,0607100HP,Medical Products and Capabilities Enhancement Activities,2,RDT&E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500,,,,,19500,20000,0,,,14146,14396,0,14765,0,8177,15815,0,15815,0,15097,0,0,14646,0,17474,0,0,0,17356,0
5530,0901560HP,Continuing Resolution Programs,2,RDT&E,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-27277,0,,,,,,0,0,,,,,,,,,,,,,,,,
5531,0708081D,Chemical Materials Agency,2,"Research, Development, Test, And Evaluation",390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,6943,6943,0,,,4963,4963,0,4963,0,19646,19646,0,19646,0,19945,49673,0,19945,0,20105,0,20105,0,10003,0
5532,0708083D,Assembled Chemical Weapons Alternatives,2,"Research, Development, Test, And Evaluation",390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348735,,,,,385868,385868,0,,,401768,401768,0,401768,0,626809,627705,0,627705,0,584238,584238,0,584238,0,575808,0,575808,0,569339,0
5533,0901560A,Continuing Resolution Programs,2,Chem Agents & Munitions Destruct-RDT&E,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,25018,0,,,,,,0,0,,,,,,,,,,,,,,,,
5534,0408042N,National Defense Sealift Fund,4,Research and Development,4557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72773,,,,,18149,28012,0,,,50632,48443,0,48443,0,40137,42811,0,42811,0,31072,44993,0,56058,0,24417,0,0,0,25197,0
5535,0901560N,Continuing Resolution Programs,4,Research and Development,4557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,21966,0,,,,,,0,0,,,,,,,,,,,,,,,,
5811,0604319A,Indirect Fire Protection Capability Increment 2-Intercept (IFPC2),4,Advanced Component Development & Prototypes,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,25710,76039,0,76039,0,76559,79190,0,79232,0,96131,0,96177,0,155361,0
5812,0604775A,Defense Rapid Innovation Program,4,Advanced Component Development & Prototypes,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101265,,,,,,0,0,,,,,,0,0,,,,,,,,,,,
5813,0604785A,Integrated Base Defense (Budget Activity 4),4,Advanced Component Development & Prototypes,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,3926,0,0,,,3604,4043,0,4043,0,4324,4473,0,4476,0,0,0,0,0,0,0
5814,0604290A,Mid-tier Networking Vehicular Radio (MNVR),5,System Development & Demonstration,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,47000,0,0,,,2556,12636,0,12636,0,22553,23328,0,23341,0,9725,0,9730,0,8763,0
5815,0604798A,"Brigade Analysis, Integration and Evaluation",5,System Development & Demonstration,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,191065,214270,0,214270,0,91427,99947,0,193748,0,85246,0,105279,0,99242,0
5816,0605812A,Joint Light Tactical Vehicle (JLTV) Engineering and Manufacturing Development Ph,5,System Development & Demonstration,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,59205,72295,0,72295,0,81388,84185,0,84230,0,45694,0,45718,0,32486,0
5817,0607665A,Family of Biometrics,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65781,,,,,44155,45511,0,,,,0,0,0,0,7160,,,0,0,0,0,,,13237,0
5818,0607865A,Patriot Product Improvement,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,44581,109978,0,109978,0,33935,35034,0,70053,0,57962,0,152991,0,105816,0
5819,0305235A,Vertical UAS,7,Operational Systems Development,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,4000,7500,0,,,,2387,0,2387,0,,,,0,0,,,,,,
5820,0602750N,Future Naval Capabilities Applied Research,2,Applied Research,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,143176,162417,0,162417,0,162580,169710,0,169710,0,175924,0,170786,0,179686,0
5821,0603673N,Future Naval Capabilities Advanced Technology Development,3,Advanced Technology Development,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,254987,256382,0,256382,0,241652,252836,0,247931,0,260847,0,256144,0,258860,0
5822,0603128N,Unmanned Aerial System,4,Advanced Component Development & Prototypes,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,,,,,,0,0,,,,,,0,0,,,,,,,,,,,
5823,0604775N,Defense Rapid Innovation Program,4,Advanced Component Development & Prototypes,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104466,,,,,,0,0,,,,,,0,0,,,,,,,,,,,
5824,0604786N,Offensive Anti-Surface Warfare Weapon Development,4,Advanced Component Development & Prototypes,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,77609,86801,0,86801,0,86683,90985,0,135985,0,181939,0,202939,0,285849,0
5825,0605812M,Joint Light Tactical Vehicle (JLTV) Engineering and Manufacturing Development Ph,4,Advanced Component Development & Prototypes,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,35563,44500,0,44500,0,50251,50362,0,50362,0,9445,0,11450,0,36656,0
5826,0604376M,Marine Air Ground Task Force (MAGTF) Electronic Warfare (EW) for Aviation,5,System Development & Demonstration,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,9647,10568,0,10568,0,12032,10080,0,10080,0,7832,0,7832,0,2778,0
5827,0305124N,Special Applications Program,5,System Development & Demonstration,1319,Classified (Unnamed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,100000,100000,0,,,0,0,0,0,0,9794,22800,0,22800,0,23975,0,23975,0,35905,0
5828,0204460M,Ground/Air Task Oriented Radar (G/ATOR),7,Operational Systems Development,1319,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,70217,75088,0,75088,0,74432,78208,0,78208,0,99082,0,99106,0,80129,0
5829,0604422F,Weather System Follow-on,4,Advanced Component Development & Prototypes,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,123681,123681,0,,,0,2000,0,2000,0,0,0,0,0,0,39901,0,39901,0,76108,0
5830,0604775F,Defense Rapid Innovation Program,4,Advanced Component Development & Prototypes,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104464,,,,,,0,0,,,,,,0,0,,,,,,,,,,,
5831,0305164F,NAVSTAR Global Positioning System (User Equipment) (SPACE),4,Advanced Component Development & Prototypes,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,63687,96840,0,96840,0,123081,127172,0,137233,0,156221,0,156659,0,142288,0
5832,0604932F,Long Range Standoff Weapon,5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,1836,2004,0,2004,0,5000,5000,0,5000,0,3438,0,4938,0,36643,0
5833,0604933F,ICBM Fuze Modernization,5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,65370,73512,0,73512,0,76553,118411,0,129411,0,59826,0,59826,0,142551,0
5834,0605213F,F-22 Modernization Increment 3.2B,5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,110432,140100,0,140100,0,88268,115000,0,131100,0,173647,0,173647,0,140640,0
5835,0605931F,B-2 Defensive Management System,5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,249685,281056,0,281056,0,248971,257500,0,303500,0,98768,0,98768,0,271961,0
5836,0207604F,"Readiness Training Ranges, Operations and Maintenance",5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,285,310,0,310,0,,0,0,0,0,,,0,0,,
5837,0305230F,MC-12,5,System Development & Demonstration,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,,19949,0,19949,0,,,,0,0,,,,,,
5838,0606392F,Space and Missile Center (SMC) Civilian Workforce,6,Management Support,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,158589,187096,0,,,168940,203766,0,203766,0,172257,172661,0,192348,0,176727,0,181727,0,185305,0
5839,0207452F,DCAPES,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,13925,15690,0,15690,0,9769,10111,0,15081,0,821,0,821,0,16796,0
5840,0305145F,Arms Control Implementation,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,3666,4000,0,4000,0,1430,1430,0,1430,0,13222,0,13222,0,12137,0
5841,0305236F,Common Data Link Executive Agent (CDL EA),7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,33630,38094,0,38094,0,33896,33899,0,40503,0,32015,0,36137,0,43986,0
5842,0305238F,NATO AGS,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,192571,210109,0,210109,0,221589,221589,0,264134,0,232851,0,232851,0,197486,0
5843,0305240F,Support to DCGS Enterprise,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,22454,24500,0,24500,0,19309,19309,0,23016,0,17118,0,20218,0,28434,0
5844,0305881F,Rapid Cyber Acquisition,7,Operational Systems Development,3600,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,1790,4007,0,4007,0,2151,2218,0,2218,0,4102,0,4102,0,3149,0
5845,0603828J,Joint Experimentation,3,Advanced Technology Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,15841,21230,0,21230,0,12067,12667,0,12667,0,0,0,0,0,0,0
5846,0603914C,Ballistic Missile Defense Test,4,Advanced Component Development And Prototypes,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,484838,487699,0,,,438114,454400,0,454400,0,342695,337993,0,375866,0,366302,0,386482,0,274323,0
5847,0603915C,Ballistic Missile Defense Targets,4,Advanced Component Development And Prototypes,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,497550,454357,0,,,438523,435747,0,435747,0,501170,491170,0,495257,0,455068,0,485294,0,513256,0
5848,0604775D8Z,Defense Rapid Innovation Program,4,Advanced Component Development And Prototypes,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123101,,,,,199233,192805,0,,,218775,0,0,0,0,175000,175000,0,0,0,225000,0,0,0,0,0
5849,0604787J,Joint Systems Integration,4,Advanced Component Development And Prototypes,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,3230,3273,0,3273,0,5714,7402,0,7402,0,7002,0,7002,0,0,0
5850,0604828J,Joint FIRES Integration and Interoperability Team,4,Advanced Component Development And Prototypes,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,6541,7364,0,7364,0,6405,7506,0,7506,0,7102,0,7102,0,0,0
5851,0604886C,Advanced Remote Sensor Technology (ARST),4,Advanced Component Development And Prototypes,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,15596,58742,0,58742,0,,0,0,0,0,,,0,0,,
5852,0305304D8Z,DoD Enterprise Energy Information Management (EEIM),5,System Development And Demonstration,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,3176,3556,0,3556,0,3482,3302,0,3302,0,3660,0,3660,0,4414,0
5853,0605151D8Z,Studies and Analysis Support - OSD,6,Management Support,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,5901,6457,0,6457,0,5806,5837,0,5871,0,2660,0,2665,0,3015,0
5854,0605502D8W,Small Business Innovative Research,6,RDT&E Management Support,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,0,0,,,,,,0,0,,,,,,,,,,,
5855,0303166J,Support to Information Operations (IO) Capabilities,6,Management Support,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,3975,8238,0,8238,0,8348,8394,0,8394,0,11552,0,11552,0,10413,0
5856,0607828J,Joint Integration and Interoperability,7,Operational System Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,4200,5013,0,5013,0,11847,12652,0,12652,0,11968,0,11968,0,0,0
5857,0305231BB,MQ-8 UAV,7,Operational System Development,400,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,4599,5000,5000,5000,5000,,0,0,0,0,,,0,0,,
5858,0605028A,Armored Multi-Purpose Vehicle (AMPV),5,System Development & Demonstration,2040,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,27345,28285,0,116298,0,92309,0,92353,0,230210,0
